NACE 2 CODE,Activity Code,Economic Activity,Year,Month,Anastoles-Metapoiisi,Anastoles-Touristiki,Termatismoi-Touristiki,Termatismoi-Alloi,Total
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2016,Αύγουστος,0,0,0,8,8
F,6,Κατασκευές,2016,Αύγουστος,0,0,6,893,899
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2016,Αύγουστος,0,0,6,2746,2752
H,8,Μεταφορά και αποθήκευση,2016,Αύγουστος,0,0,0,362,362
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2016,Αύγουστος,0,1,234,1186,1421
J,10,Ενημέρωση και επικοινωνία,2016,Αύγουστος,0,0,0,354,354
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2016,Αύγουστος,0,0,0,932,932
L,12,Διαχείριση ακίνητης περιουσίας,2016,Αύγουστος,0,0,1,76,77
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2016,Αύγουστος,0,0,0,735,735
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2016,Αύγουστος,0,0,5,310,315
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2016,Αύγουστος,0,0,0,1639,1639
P,16,Εκπαίδευση,2016,Αύγουστος,0,0,0,2424,2424
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2016,Αύγουστος,0,0,0,271,271
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2016,Αύγουστος,0,0,2,243,245
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2016,Αύγουστος,0,0,1,404,405
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2016,Αύγουστος,0,0,0,27,27
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2016,Αύγουστος,0,0,0,16,16
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2016,Αύγουστος,0,0,2,1471,1473
LIM,23,Λιμενεργάτες,2016,Αύγουστος,0,0,0,5,5
Σύνολο,Σύνολο,Σύνολο,2016,Αύγουστος,1,1,257,15160,15419
A,1,"Γεωργία, δασοκομία και αλιεία",2016,Σεπτέμβριος,0,0,0,103,103
B,2,Ορυχεία και λατομεία,2016,Σεπτέμβριος,0,0,0,32,32
C,3,Μεταποίηση,2016,Σεπτέμβριος,2,0,0,939,941
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2016,Σεπτέμβριος,0,0,0,10,10
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2016,Σεπτέμβριος,0,0,0,7,7
F,6,Κατασκευές,2016,Σεπτέμβριος,0,0,6,867,873
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2016,Σεπτέμβριος,0,0,6,2770,2776
H,8,Μεταφορά και αποθήκευση,2016,Σεπτέμβριος,0,0,0,360,360
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2016,Σεπτέμβριος,0,1,208,1234,1443
J,10,Ενημέρωση και επικοινωνία,2016,Σεπτέμβριος,0,0,0,304,304
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2016,Σεπτέμβριος,0,0,0,943,943
L,12,Διαχείριση ακίνητης περιουσίας,2016,Σεπτέμβριος,0,0,1,83,84
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2016,Σεπτέμβριος,0,0,0,756,756
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2016,Σεπτέμβριος,0,0,4,303,307
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2016,Σεπτέμβριος,0,0,0,1240,1240
P,16,Εκπαίδευση,2016,Σεπτέμβριος,0,0,0,1322,1322
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2016,Σεπτέμβριος,0,0,0,262,262
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2016,Σεπτέμβριος,0,0,2,200,202
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2016,Σεπτέμβριος,0,0,1,332,333
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2016,Σεπτέμβριος,0,0,0,29,29
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2016,Σεπτέμβριος,0,0,0,18,18
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2016,Σεπτέμβριος,0,0,2,1418,1420
LIM,23,Λιμενεργάτες,2016,Σεπτέμβριος,0,0,0,5,5
Σύνολο,Σύνολο,Σύνολο,2016,Σεπτέμβριος,2,1,230,13537,13770
A,1,"Γεωργία, δασοκομία και αλιεία",2016,Οκτώβριος,0,0,0,105,105
B,2,Ορυχεία και λατομεία,2016,Οκτώβριος,0,0,0,30,30
C,3,Μεταποίηση,2016,Οκτώβριος,2,0,0,987,989
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2016,Οκτώβριος,0,0,0,8,8
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2016,Οκτώβριος,0,0,0,6,6
F,6,Κατασκευές,2016,Οκτώβριος,0,0,6,819,825
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2016,Οκτώβριος,0,0,5,2824,2829
H,8,Μεταφορά και αποθήκευση,2016,Οκτώβριος,0,0,0,354,354
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2016,Οκτώβριος,0,1,452,1370,1823
J,10,Ενημέρωση και επικοινωνία,2016,Οκτώβριος,0,0,0,285,285
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2016,Οκτώβριος,0,0,0,966,966
L,12,Διαχείριση ακίνητης περιουσίας,2016,Οκτώβριος,0,0,2,84,86
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2016,Οκτώβριος,0,0,0,770,770
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2016,Οκτώβριος,0,0,7,305,312
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2016,Οκτώβριος,0,0,0,459,459
P,16,Εκπαίδευση,2016,Οκτώβριος,0,0,0,478,478
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2016,Οκτώβριος,0,0,0,243,243
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2016,Οκτώβριος,0,0,1,199,200
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2016,Οκτώβριος,0,0,9,255,264
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2016,Οκτώβριος,0,0,0,33,33
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2016,Οκτώβριος,0,0,0,17,17
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2016,Οκτώβριος,0,0,1,1254,1255
LIM,23,Λιμενεργάτες,2016,Οκτώβριος,0,0,0,4,4
Σύνολο,Σύνολο,Σύνολο,2016,Οκτώβριος,2,1,483,11855,12341
A,1,"Γεωργία, δασοκομία και αλιεία",2016,Νοέμβριος,0,0,1,86,87
B,2,Ορυχεία και λατομεία,2016,Νοέμβριος,0,0,0,27,27
C,3,Μεταποίηση,2016,Νοέμβριος,24,0,2,1006,1032
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2016,Νοέμβριος,0,0,0,7,7
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2016,Νοέμβριος,0,0,0,2,2
F,6,Κατασκευές,2016,Νοέμβριος,0,0,5,765,770
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2016,Νοέμβριος,0,165,31,3302,3498
H,8,Μεταφορά και αποθήκευση,2016,Νοέμβριος,0,26,4,787,817
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2016,Νοέμβριος,0,1443,4325,2763,8531
J,10,Ενημέρωση και επικοινωνία,2016,Νοέμβριος,0,0,0,286,286
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2016,Νοέμβριος,0,0,1,951,952
L,12,Διαχείριση ακίνητης περιουσίας,2016,Νοέμβριος,0,0,9,287,296
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2016,Νοέμβριος,0,1,0,759,760
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2016,Νοέμβριος,0,50,41,552,643
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2016,Νοέμβριος,0,7,0,693,700
P,16,Εκπαίδευση,2016,Νοέμβριος,0,11,0,308,319
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2016,Νοέμβριος,0,0,1,257,258
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2016,Νοέμβριος,0,40,11,364,415
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2016,Νοέμβριος,0,6,25,329,360
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2016,Νοέμβριος,0,0,0,32,32
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2016,Νοέμβριος,0,0,0,19,19
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2016,Νοέμβριος,0,1,29,1149,1179
LIM,23,Λιμενεργάτες,2016,Νοέμβριος,0,0,0,2,2
Σύνολο,Σύνολο,Σύνολο,2016,Νοέμβριος,24,1750,4485,14733,20992
A,1,"Γεωργία, δασοκομία και αλιεία",2016,Δεκέμβριος,0,0,1,92,93
B,2,Ορυχεία και λατομεία,2016,Δεκέμβριος,0,0,0,25,25
C,3,Μεταποίηση,2016,Δεκέμβριος,38,0,3,1017,1058
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2016,Δεκέμβριος,0,0,0,7,7
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2016,Δεκέμβριος,0,0,0,2,2
F,6,Κατασκευές,2016,Δεκέμβριος,0,1,6,732,739
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2016,Δεκέμβριος,0,225,48,3321,3594
H,8,Μεταφορά και αποθήκευση,2016,Δεκέμβριος,0,33,6,960,999
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2016,Δεκέμβριος,0,2878,5503,3153,11534
J,10,Ενημέρωση και επικοινωνία,2016,Δεκέμβριος,0,0,0,271,271
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2016,Δεκέμβριος,0,0,1,923,924
L,12,Διαχείριση ακίνητης περιουσίας,2016,Δεκέμβριος,0,3,13,300,316
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2016,Δεκέμβριος,0,2,0,723,725
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2016,Δεκέμβριος,0,48,68,634,750
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2016,Δεκέμβριος,0,10,0,1699,1709
P,16,Εκπαίδευση,2016,Δεκέμβριος,0,12,1,281,294
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2016,Δεκέμβριος,0,0,1,263,264
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2016,Δεκέμβριος,0,44,12,382,438
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2016,Δεκέμβριος,0,9,31,386,426
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2016,Δεκέμβριος,0,0,0,30,30
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2016,Δεκέμβριος,0,0,0,14,14
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2016,Δεκέμβριος,0,3,31,1108,1142
LIM,23,Λιμενεργάτες,2016,Δεκέμβριος,0,0,0,3,3
Σύνολο,Σύνολο,Σύνολο,2016,Δεκέμβριος,38,3268,5725,16326,25357
A,1,"Γεωργία, δασοκομία και αλιεία",2017,Ιανουάριος,0,0,1,100,101
B,2,Ορυχεία και λατομεία,2017,Ιανουάριος,0,0,0,27,27
C,3,Μεταποίηση,2017,Ιανουάριος,59,0,4,1085,1148
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2017,Ιανουάριος,0,0,0,6,6
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2017,Ιανουάριος,0,0,0,7,7
F,6,Κατασκευές,2017,Ιανουάριος,0,1,8,759,768
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2017,Ιανουάριος,0,227,51,3488,3766
H,8,Μεταφορά και αποθήκευση,2017,Ιανουάριος,0,34,7,992,1033
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2017,Ιανουάριος,0,3528,5581,3343,12452
J,10,Ενημέρωση και επικοινωνία,2017,Ιανουάριος,0,0,0,275,275
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2017,Ιανουάριος,0,0,0,942,942
L,12,Διαχείριση ακίνητης περιουσίας,2017,Ιανουάριος,0,4,13,293,310
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2017,Ιανουάριος,0,2,0,761,763
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2017,Ιανουάριος,0,50,70,649,769
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2017,Ιανουάριος,0,11,0,2044,2055
P,16,Εκπαίδευση,2017,Ιανουάριος,0,11,1,287,299
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2017,Ιανουάριος,0,0,1,270,271
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2017,Ιανουάριος,0,43,13,400,456
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2017,Ιανουάριος,0,15,33,412,460
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2017,Ιανουάριος,0,0,0,36,36
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2017,Ιανουάριος,0,0,0,16,16
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2017,Ιανουάριος,0,5,47,1199,1251
LIM,23,Λιμενεργάτες,2017,Ιανουάριος,0,0,0,0,0
Σύνολο,Σύνολο,Σύνολο,2017,Ιανουάριος,59,3931,5830,17391,27211
A,1,"Γεωργία, δασοκομία και αλιεία",2017,Φεβρουάριος,0,0,1,96,97
B,2,Ορυχεία και λατομεία,2017,Φεβρουάριος,0,0,0,20,20
C,3,Μεταποίηση,2017,Φεβρουάριος,47,0,4,1041,1092
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2017,Φεβρουάριος,0,0,0,5,5
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2017,Φεβρουάριος,0,0,0,7,7
F,6,Κατασκευές,2017,Φεβρουάριος,0,1,8,714,723
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2017,Φεβρουάριος,0,223,51,3473,3747
H,8,Μεταφορά και αποθήκευση,2017,Φεβρουάριος,0,32,7,983,1022
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2017,Φεβρουάριος,0,3505,5365,3315,12185
J,10,Ενημέρωση και επικοινωνία,2017,Φεβρουάριος,0,0,0,269,269
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2017,Φεβρουάριος,0,0,0,898,898
L,12,Διαχείριση ακίνητης περιουσίας,2017,Φεβρουάριος,0,4,11,278,293
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2017,Φεβρουάριος,0,1,0,724,725
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2017,Φεβρουάριος,0,51,67,618,736
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2017,Φεβρουάριος,0,11,1,1890,1902
P,16,Εκπαίδευση,2017,Φεβρουάριος,0,11,1,247,259
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2017,Φεβρουάριος,0,0,1,279,280
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2017,Φεβρουάριος,0,44,12,370,426
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2017,Φεβρουάριος,0,21,29,401,451
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2017,Φεβρουάριος,0,0,0,36,36
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2017,Φεβρουάριος,0,0,0,14,14
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2017,Φεβρουάριος,0,4,49,1191,1244
LIM,23,Λιμενεργάτες,2017,Φεβρουάριος,0,0,0,1,1
Σύνολο,Σύνολο,Σύνολο,2017,Φεβρουάριος,47,3908,5607,16870,26432
A,1,"Γεωργία, δασοκομία και αλιεία",2017,Μάρτιος,0,0,1,98,99
B,2,Ορυχεία και λατομεία,2017,Μάρτιος,0,0,0,20,20
C,3,Μεταποίηση,2017,Μάρτιος,26,0,2,1049,1077
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2017,Μάρτιος,0,0,0,5,5
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2017,Μάρτιος,0,0,0,7,7
F,6,Κατασκευές,2017,Μάρτιος,0,1,7,700,708
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2017,Μάρτιος,0,214,43,3515,3772
H,8,Μεταφορά και αποθήκευση,2017,Μάρτιος,0,31,6,924,961
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2017,Μάρτιος,0,2486,4823,3126,10435
J,10,Ενημέρωση και επικοινωνία,2017,Μάρτιος,0,0,0,276,276
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2017,Μάρτιος,0,0,0,873,873
L,12,Διαχείριση ακίνητης περιουσίας,2017,Μάρτιος,0,0,10,273,283
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2017,Μάρτιος,0,1,0,745,746
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2017,Μάρτιος,0,50,34,602,686
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2017,Μάρτιος,0,11,1,1757,1769
P,16,Εκπαίδευση,2017,Μάρτιος,0,11,1,244,256
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2017,Μάρτιος,0,0,1,285,286
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2017,Μάρτιος,0,44,13,386,443
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2017,Μάρτιος,0,13,27,394,434
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2017,Μάρτιος,0,0,0,39,39
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2017,Μάρτιος,0,0,0,14,14
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2017,Μάρτιος,0,2,47,1198,1247
LIM,23,Λιμενεργάτες,2017,Μάρτιος,0,0,0,4,4
Σύνολο,Σύνολο,Σύνολο,2017,Μάρτιος,26,2864,5016,16534,24440
A,1,"Γεωργία, δασοκομία και αλιεία",2017,Απρίλιος,0,0,1,94,95
B,2,Ορυχεία και λατομεία,2017,Απρίλιος,0,0,0,17,17
C,3,Μεταποίηση,2017,Απρίλιος,7,0,2,994,1003
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2017,Απρίλιος,0,0,0,6,6
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2017,Απρίλιος,0,0,0,8,8
F,6,Κατασκευές,2017,Απρίλιος,0,0,7,667,674
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2017,Απρίλιος,0,46,27,3196,3269
H,8,Μεταφορά και αποθήκευση,2017,Απρίλιος,0,1,4,754,759
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2017,Απρίλιος,0,232,3015,2458,5705
J,10,Ενημέρωση και επικοινωνία,2017,Απρίλιος,0,0,0,276,276
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2017,Απρίλιος,0,0,0,789,789
L,12,Διαχείριση ακίνητης περιουσίας,2017,Απρίλιος,0,0,9,244,253
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2017,Απρίλιος,0,0,0,712,712
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2017,Απρίλιος,0,12,19,499,530
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2017,Απρίλιος,0,1,1,1547,1549
P,16,Εκπαίδευση,2017,Απρίλιος,0,1,0,268,269
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2017,Απρίλιος,0,0,0,277,277
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2017,Απρίλιος,0,10,10,358,378
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2017,Απρίλιος,0,1,17,337,355
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2017,Απρίλιος,0,0,0,37,37
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2017,Απρίλιος,0,0,0,13,13
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2017,Απρίλιος,0,0,25,1086,1111
LIM,23,Λιμενεργάτες,2017,Απρίλιος,0,0,0,2,2
Σύνολο,Σύνολο,Σύνολο,2017,Απρίλιος,7,304,3137,14639,18087
A,1,"Γεωργία, δασοκομία και αλιεία",2017,Μάιος,0,0,1,110,111
B,2,Ορυχεία και λατομεία,2017,Μάιος,0,0,0,17,17
C,3,Μεταποίηση,2017,Μάιος,0,0,1,944,945
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2017,Μάιος,0,0,0,7,7
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2017,Μάιος,0,0,0,7,7
F,6,Κατασκευές,2017,Μάιος,0,0,5,660,665
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2017,Μάιος,0,0,16,2873,2889
H,8,Μεταφορά και αποθήκευση,2017,Μάιος,0,0,1,611,612
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2017,Μάιος,0,2,1073,1764,2839
J,10,Ενημέρωση και επικοινωνία,2017,Μάιος,0,0,0,283,283
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2017,Μάιος,0,0,0,726,726
L,12,Διαχείριση ακίνητης περιουσίας,2017,Μάιος,0,0,9,222,231
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2017,Μάιος,0,0,0,693,693
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2017,Μάιος,0,0,8,415,423
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2017,Μάιος,0,1,0,684,685
P,16,Εκπαίδευση,2017,Μάιος,0,0,0,396,396
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2017,Μάιος,0,0,0,272,272
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2017,Μάιος,0,0,4,296,300
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2017,Μάιος,0,0,7,280,287
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2017,Μάιος,0,0,0,35,35
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2017,Μάιος,0,0,0,15,15
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2017,Μάιος,0,0,8,1036,1044
LIM,23,Λιμενεργάτες,2017,Μάιος,0,0,0,3,3
Σύνολο,Σύνολο,Σύνολο,2017,Μάιος,0,3,1133,12349,13485
A,1,"Γεωργία, δασοκομία και αλιεία",2017,Ιούνιος,0,0,1,104,105
B,2,Ορυχεία και λατομεία,2017,Ιούνιος,0,0,0,13,13
C,3,Μεταποίηση,2017,Ιούνιος,0,0,0,852,852
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2017,Ιούνιος,0,0,0,6,6
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2017,Ιούνιος,0,0,0,3,3
F,6,Κατασκευές,2017,Ιούνιος,0,0,4,634,638
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2017,Ιούνιος,0,0,8,2420,2428
H,8,Μεταφορά και αποθήκευση,2017,Ιούνιος,0,0,0,390,390
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2017,Ιούνιος,0,1,294,1128,1423
J,10,Ενημέρωση και επικοινωνία,2017,Ιούνιος,0,0,0,341,341
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2017,Ιούνιος,0,0,0,646,646
L,12,Διαχείριση ακίνητης περιουσίας,2017,Ιούνιος,0,0,7,179,186
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2017,Ιούνιος,0,0,0,632,632
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2017,Ιούνιος,0,0,0,296,296
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2017,Ιούνιος,0,0,0,1058,1058
P,16,Εκπαίδευση,2017,Ιούνιος,0,0,0,1366,1366
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2017,Ιούνιος,0,0,0,257,257
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2017,Ιούνιος,0,0,2,234,236
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2017,Ιούνιος,0,0,4,293,297
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2017,Ιούνιος,0,0,0,33,33
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2017,Ιούνιος,0,0,0,17,17
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2017,Ιούνιος,0,0,1,1066,1067
LIM,23,Λιμενεργάτες,2017,Ιούνιος,0,0,0,4,4
